Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.03     35.34     0.01                             inflateHuffmanBlock (lodepng.c:1269 @ 16a96)
  0.03     35.34     0.01                             inflateHuffmanBlock (lodepng.c:1286 @ 16b3b)
  0.03     35.35     0.01                             inflateHuffmanBlock (lodepng.c:1298 @ 16bb9)
  0.03     35.37     0.01                             inflateHuffmanBlock (lodepng.c:1314 @ 16cfd)
  0.03     35.38     0.01                             inflateHuffmanBlock (lodepng.c:1325 @ 16d6d)
  0.03     35.38     0.01                             inflateHuffmanBlock (lodepng.c:1329 @ 16dc0)
  0.03     35.40     0.01                             inner_loop (fill_triangle.c:139 @ afc6)
  0.03     35.41     0.01                             inner_loop (fill_triangle.c:155 @ b0f2)
  0.03     35.41     0.01                             inner_loop (fill_triangle.c:139 @ b10d)
  0.03     35.42     0.01                             inner_loop (fill_triangle.c:148 @ b13a)
  0.03     35.44     0.01                             inner_loop (fill_triangle.c:153 @ b17d)
  0.03     35.45     0.01                             inner_loop (fill_triangle.c:156 @ b1b0)
  0.03     35.45     0.01                             inner_loop (fill_triangle.c:139 @ b431)
  0.03     35.47     0.01                             inner_loop (fill_triangle.c:155 @ b608)
  0.03     35.48     0.01                             line_zplane_intersection (clipping_z.c:76 @ bffb)
  0.03     35.48     0.01                             my_str_cpy (get_next_line_utils.c:74 @ fff5)
  0.03     35.49     0.01                             my_str_cpy (get_next_line_utils.c:70 @ 104e0)
  0.03     35.51     0.01                             my_str_cpy (get_next_line_utils.c:71 @ 104e3)
  0.03     35.52     0.01                             parse_face_vertex (obj_parser.c:198 @ 8c56)
  0.03     35.52     0.01                             projection_matrix (init_matrix.c:58 @ 9fee)
  0.03     35.53     0.01                             rasterize (draw.c:251 @ 542e)
  0.03     35.55     0.01                             rasterize (draw.c:261 @ 549b)
  0.03     35.55     0.01                             rasterize (draw.c:264 @ 550c)
  0.03     35.56     0.01                             rasterize (draw.c:284 @ 55ca)
  0.03     35.58     0.01                             rasterize (draw.c:265 @ 5869)
  0.03     35.59     0.01                             rasterize (draw.c:308 @ 5899)
  0.03     35.59     0.01                             readBits (lodepng.c:574 @ 155f9)
  0.03     35.60     0.01                             reading (get_next_line.c:19 @ f720)
  0.03     35.62     0.01                             reset_pixel_buffer (utils1.c:57 @ 79fb)
  0.03     35.62     0.01                             scale_to_screen (draw.c:166 @ 56b5)
  0.03     35.63     0.01                             sort_buffer (get_next_line_utils.c:92 @ 10308)
  0.03     35.65     0.01                             sort_buffer (get_next_line_utils.c:94 @ 10326)
  0.03     35.66     0.01                             sort_buffer (get_next_line_utils.c:97 @ 1032e)
  0.03     35.66     0.01                             unfilterScanline (lodepng.c:4507 @ 1d591)
  0.03     35.67     0.01                             unfilterScanline (lodepng.c:4510 @ 1d62d)
  0.03     35.69     0.01                             v3_add_incl_uv (fill_triangle.c:78 @ af6a)
  0.03     35.70     0.01                             v3_sub (vec3.c:146 @ 62c0)
  0.01     35.70     0.01                             call_clipping_xy (clipping_xy.c:264 @ d123)
  0.01     35.70     0.01                             clipping_z_near (clipping_z.c:136 @ c54f)
  0.01     35.71     0.01                             clipping_z_near (clipping_z.c:137 @ c556)
  0.01     35.72     0.01                             count_inside_points (clipping_xy.c:160 @ cc30)
  0.01     35.72     0.01                             count_inside_points (clipping_xy.c:162 @ cc33)
  0.01     35.73     0.01                             cpy_triangle_data_rasterize (draw.c:240 @ 55a8)
  0.01     35.73     0.01                             cross_product (vec3.c:106 @ 6112)
  0.01     35.73     0.01                             cross_product (vec3.c:102 @ 611b)
  0.01     35.74     0.01                             draw_mesh (draw.c:373 @ 5b13)
  0.01     35.74     0.01                             draw_mesh (draw.c:379 @ 5c27)
  0.01     35.75     0.01                             draw_mesh (draw.c:407 @ 5d3a)
  0.01     35.76     0.01                             draw_mesh (draw.c:390 @ 5d42)
  0.01     35.76     0.01                             ensureBits25 (lodepng.c:528 @ 15261)
  0.01     35.77     0.01                             ensureBits25 (lodepng.c:529 @ 15263)
  0.01     35.77     0.01                             fast_line_intersect (clipping_xy.c:114 @ cb07)
  0.01     35.77     0.01                             fast_line_intersect (clipping_xy.c:113 @ cb0b)
  0.01     35.78     0.01                             fill_slider (menu.c:91 @ ddfd)
  0.01     35.78     0.01                             fill_slider (menu.c:90 @ ddff)
  0.01     35.79     0.01                             fill_triangle_color (fill_triangle2.c:134 @ b8c5)
  0.01     35.80     0.01                             fill_triangle_color (fill_triangle2.c:180 @ bb1e)
  0.01     35.80     0.01                             fill_triangle_color (fill_triangle2.c:181 @ bb22)
  0.01     35.80     0.01                             fill_triangle_color (fill_triangle2.c:208 @ bd0e)
  0.01     35.81     0.01                             fill_triangle_color (fill_triangle2.c:207 @ bd12)
  0.01     35.81     0.01                             fill_triangle_texture (fill_triangle.c:207 @ af2a)
  0.01     35.82     0.01                             fill_triangle_texture (fill_triangle.c:209 @ af2f)
  0.01     35.83     0.01                             fill_triangle_texture (fill_triangle.c:209 @ af43)
  0.01     35.83     0.01                             fill_triangle_texture (fill_triangle.c:240 @ afa0)
  0.01     35.84     0.01                             fill_triangle_texture (fill_triangle.c:241 @ afa2)
  0.01     35.84     0.01                             fill_triangle_texture (fill_triangle.c:244 @ afbb)
  0.01     35.84     0.01                             fill_triangle_texture (fill_triangle.c:243 @ afbf)
  0.01     35.85     0.01                             fill_triangle_texture (fill_triangle.c:246 @ b09f)
  0.01     35.85     0.01                             fill_triangle_texture (fill_triangle.c:289 @ b512)
  0.01     35.86     0.01                             ft_memcpy (ft_memcpy.c:28 @ ec6b)
  0.01     35.87     0.01                             ft_memcpy (ft_memcpy.c:29 @ ecab)
  0.01     35.87     0.01                             ft_strncmp (ft_strncmp.c:30 @ ef50)
  0.01     35.88     0.01                             ft_strncmp (ft_strncmp.c:31 @ ef52)
  0.01     35.88     0.01                             huffmanDecodeSymbol (lodepng.c:1084 @ 1622f)
  0.01     35.88     0.01                             huffmanDecodeSymbol (lodepng.c:1086 @ 16247)
  0.01     35.89     0.01                             inflateHuffmanBlock (lodepng.c:1268 @ 16a62)
  0.01     35.90     0.01                             inflateHuffmanBlock (lodepng.c:1292 @ 16b8c)
  0.01     35.90     0.01                             inflateHuffmanBlock (lodepng.c:1301 @ 16be0)
  0.01     35.91     0.01                             inflateHuffmanBlock (lodepng.c:1305 @ 16bfe)
  0.01     35.91     0.01                             inflateHuffmanBlock (lodepng.c:1314 @ 16cb3)
  0.01     35.91     0.01                             inner_loop (fill_triangle.c:139 @ b50a)
  0.01     35.92     0.01                             inner_loop (fill_triangle.c:138 @ b569)
  0.01     35.92     0.01                             inner_loop (fill_triangle.c:139 @ b56b)
  0.01     35.93     0.01                             lodepng_crc32 (lodepng.c:2665 @ 17809)
  0.01     35.94     0.01                             lodepng_crc32 (lodepng.c:2667 @ 1780b)
  0.01     35.94     0.01                             lodepng_memset (lodepng.c:127 @ 149d6)
  0.01     35.95     0.01                             obj_parser_handle_faces (obj_parser.c:334 @ 906d)
  0.01     35.95     0.01                             obj_parser_handle_faces (obj_parser.c:331 @ 9086)
  0.01     35.95     0.01                             rasterize (draw.c:285 @ 5592)
  0.01     35.96     0.01                             rasterize (draw.c:284 @ 559a)
  0.01     35.97     0.01                             rasterize (draw.c:286 @ 55b6)
  0.01     35.97     0.01                             rasterize (draw.c:285 @ 55e2)
  0.01     35.98     0.01                             rasterize (draw.c:286 @ 55ea)
  0.01     35.98     0.01                             rasterize (draw.c:300 @ 5683)
  0.01     35.98     0.01                             rasterize (draw.c:304 @ 56da)
  0.01     35.99     0.01                             rasterize (draw.c:304 @ 5849)
  0.01     35.99     0.01                             rasterize (draw.c:326 @ 5852)
  0.01     36.00     0.01                             readBits (lodepng.c:576 @ 1561f)
  0.01     36.01     0.01                             scale_to_screen (draw.c:155 @ 567b)
  0.01     36.01     0.01                             unfilterScanline (lodepng.c:4491 @ 1d312)
  0.01     36.02     0.01                             unit_vec3 (vec3.c:28 @ 5f0b)
  0.01     36.02     0.01                             unit_vec3 (vec3.c:26 @ 5f0f)
  0.01     36.02     0.01                             v3_sub (vec3.c:143 @ 62a3)
  0.01     36.03     0.01                             zero_f (utils1.c:64 @ 7a5e)
  0.00     36.03     0.00 25510117     0.00     0.00  append_buffer (get_next_line_utils.c:105 @ 102f0)
  0.00     36.03     0.00  9587604     0.00     0.00  ft_isdigit (ft_isdigit.c:14 @ ea70)
  0.00     36.03     0.00  3198971     0.00     0.00  ft_calloc (ft_calloc.c:16 @ f050)
  0.00     36.03     0.00  1569210     0.00     0.00  ft_strlen (ft_strlen.c:16 @ ea90)
  0.00     36.03     0.00  1564810     0.00     0.00  ft_atoi (ft_atoi.c:23 @ efb0)
  0.00     36.03     0.00  1456644     0.00     0.00  ft_strncmp (ft_strncmp.c:16 @ ef10)
  0.00     36.03     0.00  1302970     0.00     0.00  sort_vertexes_for_y (fill_triangle.c:17 @ ab50)
  0.00     36.03     0.00  1296165     0.00     0.00  fill_triangle_texture (fill_triangle.c:166 @ ac60)
  0.00     36.03     0.00   743101     0.00     0.00  ft_free_2darr (ft_free_2darr.c:16 @ fd10)
  0.00     36.03     0.00   743101     0.00     0.00  ft_split (ft_split.c:66 @ f550)
  0.00     36.03     0.00   632434     0.00     0.00  cleanup (get_next_line_utils.c:16 @ fe60)
  0.00     36.03     0.00   632434     0.00     0.00  get_current_file (get_next_line_utils.c:38 @ fee0)
  0.00     36.03     0.00   632434     0.00     0.00  get_next_line (get_next_line.c:69 @ f850)
  0.00     36.03     0.00   632434     0.00     0.00  reading (get_next_line.c:16 @ f700)
  0.00     36.03     0.00   632419     0.00     0.00  my_str_cpy (get_next_line_utils.c:64 @ ff90)
  0.00     36.03     0.00   383547     0.00     0.00  str_to_double (obj_parser.c:88 @ 8740)
  0.00     36.03     0.00   383539     0.00     0.00  ft_powint (ft_powint.c:16 @ f980)
  0.00     36.03     0.00   336175     0.00     0.00  v3_add (vec3.c:115 @ 61a0)
  0.00     36.03     0.00   335776     0.00     0.00  v3_scale (vec3.c:182 @ 6400)
  0.00     36.03     0.00   334978     0.00     0.00  line_zplane_intersection (clipping_z.c:39 @ bd80)
  0.00     36.03     0.00   266190     0.00     0.00  parse_face_normals (obj_parser.c:207 @ 8cd0)
  0.00     36.03     0.00   266188     0.00     0.00  parse_face_vertex (obj_parser.c:182 @ 8bb0)
  0.00     36.03     0.00   133171     0.00     0.00  ft_bzero (ft_bzero.c:16 @ eb50)
  0.00     36.03     0.00    66582     0.00     0.00  ft_put_pixel_fin_index (utils1.c:161 @ 82b0)
  0.00     36.03     0.00     6805     0.00     0.00  fill_triangle_color (fill_triangle2.c:69 @ b680)
  0.00     36.03     0.00     3192     0.00     0.00  mat4x4_mult_mat4x4 (matrix_mult.c:27 @ a620)
  0.00     36.03     0.00      798     0.00     0.00  draw_mesh (draw.c:336 @ 5900)
  0.00     36.03     0.00      798     0.00     0.00  fill_model_matrix (draw.c:175 @ 4f80)
  0.00     36.03     0.00      798     0.00     0.00  init_day_light (draw.c:207 @ 50f0)
  0.00     36.03     0.00      798     0.00     0.00  matrix_look_at (init_matrix.c:219 @ a550)
  0.00     36.03     0.00      798     0.00     0.00  matrix_point_at (init_matrix.c:179 @ a2a0)
  0.00     36.03     0.00      798     0.00     0.00  rot_matx_4x4 (init_matrix.c:117 @ a0e0)
  0.00     36.03     0.00      798     0.00     0.00  rot_maty_4x4 (init_matrix.c:137 @ a170)
  0.00     36.03     0.00      798     0.00     0.00  rot_matz_4x4 (init_matrix.c:157 @ a220)
  0.00     36.03     0.00      798     0.00     0.00  scale_matrix (init_matrix.c:37 @ 9f50)
  0.00     36.03     0.00      798     0.00     0.00  translation_matrix (init_matrix.c:77 @ a030)
  0.00     36.03     0.00      489     0.00     0.00  display_fps_hook (fps.c:170 @ 4410)
  0.00     36.03     0.00      489     0.00     0.00  ft_hook (main.c:139 @ 32a0)
  0.00     36.03     0.00      489     0.00     0.00  menu_handler (menu_public.c:36 @ e0b0)
  0.00     36.03     0.00      399     0.00     0.00  get_direction (vec3.c:337 @ 67a0)
  0.00     36.03     0.00      399     0.00     0.00  handle_movement_per_frame (main.c:27 @ 2e00)
  0.00     36.03     0.00      378     0.00     0.00  cursor_hook (key_handlers.c:152 @ d990)
  0.00     36.03     0.00      148     0.00     0.00  display_digit (fps.c:84 @ 3f80)
  0.00     36.03     0.00      130     0.00     0.00  display_fps (fps.c:136 @ 4220)
  0.00     36.03     0.00       89     0.00     0.00  handle_open_menu (menu.c:103 @ dd50)
  0.00     36.03     0.00       80     0.00     0.00  key_hook (key_handlers.c:113 @ d6e0)
  0.00     36.03     0.00       54     0.00     0.00  add_vec3 (vec3.c:213 @ 64d0)
  0.00     36.03     0.00       39     0.00     0.00  ft_strcmp (ft_strncmp.c:34 @ ef60)
  0.00     36.03     0.00       39     0.00     0.00  is_buffer_all_zeros (ft_realloc_copy_until_zeroed.c:16 @ fc00)
  0.00     36.03     0.00       25     0.00     0.00  ft_strtrim (ft_strtrim.c:27 @ f330)
  0.00     36.03     0.00       19     0.00     0.00  ft_strlcpy (ft_strlcpy.c:16 @ edf0)
  0.00     36.03     0.00        8     0.00     0.00  ft_strjoin (ft_strjoin.c:16 @ f0b0)
  0.00     36.03     0.00        7     0.00     0.00  ft_free_img (utils1.c:34 @ 7960)
  0.00     36.03     0.00        3     0.00     0.00  add_menu_widget (menu_public.c:61 @ e1a0)
  0.00     36.03     0.00        3     0.00     0.00  cursor_menu (menu_hooks.c:65 @ e440)
  0.00     36.03     0.00        3     0.00     0.00  fill_slider (menu.c:73 @ dc70)
  0.00     36.03     0.00        3     0.00     0.00  ft_free (ft_free.c:16 @ fe30)
  0.00     36.03     0.00        3     0.00     0.00  init_entry_widget (menu.c:48 @ dad0)
  0.00     36.03     0.00        2     0.00     0.00  add_obj_file_meshes (main.c:193 @ 3800)
  0.00     36.03     0.00        2     0.00     0.00  arr_append (arr_append.c:20 @ fd70)
  0.00     36.03     0.00        2     0.00     0.00  ident_mat_4x4 (init_matrix.c:97 @ a090)
  0.00     36.03     0.00        2     0.00     0.00  init_basic_data_mesh (init.c:129 @ e890)
  0.00     36.03     0.00        2     0.00     0.00  load_obj_file (obj_parser.c:540 @ 9b90)
  0.00     36.03     0.00        2     0.00     0.00  make_mesh_render_rdy (init.c:86 @ e800)
  0.00     36.03     0.00        2     0.00     0.00  obj_parser_count (obj_parser.c:59 @ 85b0)
  0.00     36.03     0.00        2     0.00     0.00  obj_parser_fill_vertexes (obj_parser.c:118 @ 8890)
  0.00     36.03     0.00        2     0.00     0.00  obj_parser_handle_faces (obj_parser.c:287 @ 9230)
  0.00     36.03     0.00        2     0.00     0.00  obj_parser_parse_mtl_libs (obj_parser.c:494 @ 99f0)
  0.00     36.03     0.00        1     0.00     0.00  clean_mlx (cleanup.c:4 @ e930)
  0.00     36.03     0.00        1     0.00     0.00  cleanup_exit (cleanup.c:31 @ e9d0)
  0.00     36.03     0.00        1     0.00     0.00  close_menu (menu_open_close.c:19 @ de80)
  0.00     36.03     0.00        1     0.00     0.00  free_fps_digit_textures (fps.c:57 @ 3d80)
  0.00     36.03     0.00        1     0.00     0.00  free_menu (menu_public.c:19 @ e010)
  0.00     36.03     0.00        1     0.00     0.00  get_fps_digit_texture (fps.c:35 @ 3cf0)
  0.00     36.03     0.00        1     0.00     0.00  init_hooks (init.c:66 @ e6c0)
  0.00     36.03     0.00        1     0.00     0.00  init_main (init.c:47 @ e520)
  0.00     36.03     0.00        1     0.00     0.00  init_menu (menu_public.c:49 @ e100)
  0.00     36.03     0.00        1     0.00     0.00  init_menu_widgets (init.c:76 @ e760)
  0.00     36.03     0.00        1     0.00     0.00  mtl_len (obj_parser.c:364 @ 9300)
  0.00     36.03     0.00        1     0.00     0.00  parse_mtl (obj_parser.c:421 @ 9480)
  0.00     36.03     0.00        1     0.00     0.00  reset_camera (utils1.c:18 @ 7840)
  0.00     36.03     0.00        1     0.00     0.00  reset_pixel_buffer (utils1.c:42 @ 79a0)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.03% of 36.03 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[66]     0.4    0.14    0.00                 paethPredictor (lodepng.c:4241 @ 1bbce) [66]
-----------------------------------------------
                0.02    0.00 53076576/253850820     draw_mesh (draw.c:372 @ 5afe) [162]
                0.02    0.00 53076576/253850820     draw_mesh (draw.c:373 @ 5b13) [211]
                0.02    0.00 53076576/253850820     draw_mesh (draw.c:374 @ 5b2a) [153]
                0.03    0.00 94621092/253850820     draw_mesh (draw.c:417 @ 5ddb) [152]
[86]     0.2    0.08    0.00 253850820         matrix_mult_vec3_4x4 (matrix_mult.c:61 @ a9f0) [86]
-----------------------------------------------
                0.00    0.00       1/110937090     reset_camera (utils1.c:26 @ 78ef) [491]
                0.00    0.00       1/110937090     reset_camera (utils1.c:27 @ 790e) [490]
                0.00    0.00       1/110937090     reset_camera (utils1.c:29 @ 791b) [492]
                0.00    0.00       2/110937090     arr_append (arr_append.c:34 @ fdd0) [488]
                0.00    0.00       2/110937090     arr_append (arr_append.c:35 @ fde5) [489]
                0.00    0.00       3/110937090     add_menu_widget (menu_public.c:68 @ e1eb) [487]
                0.00    0.00      22/110937090     triangulation (obj_parser.c:242 @ 849e) [486]
                0.00    0.00     798/110937090     fill_model_matrix (draw.c:203 @ 50ad) [474]
                0.00    0.00  133024/110937090     triangulation (obj_parser.c:255 @ 834b) [467]
                0.00    0.00  266188/110937090     parse_face_vertex (obj_parser.c:192 @ 8c22) [462]
                0.02    0.00 27634262/110937090     rasterize (draw.c:286 @ 5603) [151]
                0.06    0.00 82902786/110937090     cpy_triangle_data_rasterize (draw.c:242 @ 562f) [115]
[87]     0.2    0.08    0.00 110937090         ft_memcpy (ft_memcpy.c:16 @ eb80) [87]
-----------------------------------------------
                0.08    0.00 31540364/31540364     draw_mesh (draw.c:421 @ 5df1) [44]
[88]     0.2    0.08    0.00 31540364         rasterize (draw.c:251 @ 53e0) [88]
-----------------------------------------------
                                                 <spontaneous>
[98]     0.2    0.08    0.00                 _init [98]
-----------------------------------------------
                0.00    0.00     798/159656253     matrix_point_at (init_matrix.c:185 @ a2ee) [476]
                0.00    0.00     798/159656253     matrix_point_at (init_matrix.c:190 @ a3be) [477]
                0.00    0.00   89951/159656253     clipping_z_near (clipping_z.c:152 @ c826) [470]
                0.00    0.00  334978/159656253     line_zplane_intersection (clipping_z.c:52 @ be03) [466]
                0.02    0.00 53076576/159656253     draw_mesh (draw.c:381 @ 5c4a) [20]
                0.04    0.00 106153152/159656253     draw_mesh (draw.c:378 @ 5b41) [7]
[108]    0.2    0.06    0.00 159656253         v3_sub (vec3.c:138 @ 6270) [108]
-----------------------------------------------
                0.00    0.00     345/90127182     handle_movement_per_frame (main.c:63 @ 3278) [478]
                0.00    0.00     769/90127182     handle_movement_per_frame (main.c:63 @ 3060) [475]
                0.00    0.00    4546/90127182     fill_triangle_color (fill_triangle2.c:158 @ ba1c) [473]
                0.00    0.00    6805/90127182     fill_triangle_color (fill_triangle2.c:86 @ b6c8) [471]
                0.00    0.00    6805/90127182     fill_triangle_color (fill_triangle2.c:90 @ b75e) [472]
                0.00    0.00  334978/90127182     line_zplane_intersection (clipping_z.c:53 @ be5d) [463]
                0.00    0.00  334978/90127182     line_zplane_intersection (clipping_z.c:60 @ be6d) [464]
                0.00    0.00  334978/90127182     line_zplane_intersection (clipping_z.c:64 @ be86) [465]
                0.00    0.00 1008055/90127182     fill_triangle_texture (fill_triangle.c:252 @ b248) [457]
                0.00    0.00 1295872/90127182     fill_triangle_texture (fill_triangle.c:198 @ ae0d) [456]
                0.00    0.00 1296165/90127182     v3_sub_incl_uv (fill_triangle.c:87 @ ad20) [455]
                0.00    0.00 2600100/90127182     fast_line_intersect (clipping_xy.c:100 @ ca27) [454]
                0.04    0.00 82902786/90127182     rasterize (draw.c:291 @ 564e) [137]
[132]    0.1    0.04    0.00 90127182         zero_f (utils1.c:63 @ 7a50) [132]
-----------------------------------------------
                0.04    0.00 31540364/31540364     rasterize (draw.c:258 @ 545b) [119]
[138]    0.1    0.04    0.00 31540364         projection_matrix (init_matrix.c:57 @ 9fe0) [138]
-----------------------------------------------
                0.04    0.00 27634262/27634262     rasterize (draw.c:300 @ 56cd) [149]
[139]    0.1    0.04    0.00 27634262         call_clipping_xy (clipping_xy.c:250 @ cba0) [139]
-----------------------------------------------
                                                 <spontaneous>
[154]    0.1    0.04    0.00                 advanceBits (lodepng.c:568 @ 155bb) [154]
-----------------------------------------------
                                                 <spontaneous>
[166]    0.1    0.03    0.00                 ensureBits32 (lodepng.c:542 @ 15376) [166]
-----------------------------------------------
                                                 <spontaneous>
[181]    0.1    0.03    0.00                 huffmanDecodeSymbol (lodepng.c:1073 @ 1615e) [181]
-----------------------------------------------
                                                 <spontaneous>
[207]    0.1    0.03    0.00                 peekBits (lodepng.c:562 @ 15593) [207]
-----------------------------------------------
                0.00    0.00  319192/32840414     clipping_xy (clipping_xy.c:188 @ d2f1) [460]
                0.00    0.00  319192/32840414     clipping_xy (clipping_xy.c:189 @ d306) [461]
                0.00    0.00  330833/32840414     clipping_xy (clipping_xy.c:198 @ ce81) [458]
                0.00    0.00  330833/32840414     clipping_xy (clipping_xy.c:201 @ cead) [459]
                0.02    0.00 31540364/32840414     rasterize (draw.c:261 @ 549b) [196]
[212]    0.1    0.02    0.00 32840414         clipping_z_near (clipping_z.c:126 @ c500) [212]
-----------------------------------------------
                0.00    0.00     798/85287694     matrix_point_at (init_matrix.c:188 @ a351) [484]
                0.00    0.00  669956/85287694     line_zplane_intersection (clipping_z.c:65 @ be93) [468]
                0.00    0.00 31540364/85287694     draw_mesh (draw.c:389 @ 5cff) [210]
                0.01    0.00 53076576/85287694     draw_mesh (draw.c:381 @ 5c4a) [20]
[274]    0.0    0.01    0.00 85287694         dot_prod_unit (vec3.c:110 @ 6170) [274]
-----------------------------------------------
                0.00    0.00       1/53415152     reset_camera (utils1.c:27 @ 790e) [490]
                0.00    0.00       1/53415152     reset_camera (utils1.c:30 @ 792d) [497]
                0.00    0.00       2/53415152     handle_movement_per_frame (main.c:49 @ 311d) [496]
                0.00    0.00       3/53415152     handle_movement_per_frame (main.c:42 @ 31ed) [494]
                0.00    0.00     399/53415152     cursor_movement_per_frame (main.c:18 @ 2eda) [485]
                0.00    0.00     798/53415152     init_light (draw.c:145 @ 524f) [480]
                0.00    0.00     798/53415152     init_light (draw.c:150 @ 5a20) [481]
                0.00    0.00     798/53415152     matrix_point_at (init_matrix.c:186 @ a349) [482]
                0.00    0.00     798/53415152     matrix_point_at (init_matrix.c:191 @ a42b) [483]
                0.00    0.00  334978/53415152     line_zplane_intersection (clipping_z.c:61 @ be7a) [469]
                0.01    0.00 53076576/53415152     draw_mesh (draw.c:378 @ 5c32) [209]
[275]    0.0    0.01    0.00 53415152         unit_vec3 (vec3.c:18 @ 5ed0) [275]
-----------------------------------------------
                0.00    0.00       2/53077379     handle_movement_per_frame (main.c:48 @ 30c8) [495]
                0.00    0.00       3/53077379     handle_movement_per_frame (main.c:41 @ 3190) [493]
                0.00    0.00     798/53077379     matrix_point_at (init_matrix.c:194 @ a433) [479]
                0.01    0.00 53076576/53077379     draw_mesh (draw.c:378 @ 5b41) [7]
[276]    0.0    0.01    0.00 53077379         cross_product (vec3.c:99 @ 60f0) [276]
-----------------------------------------------
                0.00    0.00  383539/2839367     str_to_double (obj_parser.c:109 @ 880d) [453]
                0.01    0.00 2455828/2839367     append_next_sub (ft_split.c:46 @ f610) [386]
[277]    0.0    0.01    0.00 2839367         ft_strchr (ft_strchr.c:16 @ ee60) [277]
-----------------------------------------------
                                                 <spontaneous>
[375]    0.0    0.01    0.00                 readBits (lodepng.c:574 @ 155f9) [375]
-----------------------------------------------
                                                 <spontaneous>
[434]    0.0    0.01    0.00                 lodepng_memset (lodepng.c:127 @ 149d6) [434]
-----------------------------------------------
                0.00    0.00 25510117/25510117     reading (get_next_line.c:34 @ f74d) [7433]
[498]    0.0    0.00    0.00 25510117         append_buffer (get_next_line_utils.c:105 @ 102f0) [498]
-----------------------------------------------
                0.00    0.00      48/9587604     fill_3_doubles (obj_parser.c:402 @ 9731) [1698]
                0.00    0.00      48/9587604     fill_3_doubles (obj_parser.c:402 @ 985d) [1709]
                0.00    0.00     168/9587604     fill_3_doubles (obj_parser.c:409 @ 9770) [1705]
                0.00    0.00     168/9587604     fill_3_doubles (obj_parser.c:409 @ 9890) [1716]
                0.00    0.00  266188/9587604     parse_face_vertex (obj_parser.c:189 @ 8bf0) [7171]
                0.00    0.00  266188/9587604     parse_face_normals (obj_parser.c:213 @ 8d00) [7153]
                0.00    0.00  383539/9587604     str_to_double (obj_parser.c:106 @ 87b8) [8060]
                0.00    0.00  767140/9587604     str_to_double (obj_parser.c:101 @ 8780) [8052]
                0.00    0.00 7904117/9587604     ft_atoi (ft_atoi.c:39 @ f019) [2264]
[499]    0.0    0.00    0.00 9587604         ft_isdigit (ft_isdigit.c:14 @ ea70) [499]
-----------------------------------------------
                0.00    0.00       1/3198971     parse_mtl (obj_parser.c:432 @ 94b3) [7193]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:552 @ 9c52) [5067]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:552 @ 9c6b) [5069]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:554 @ 9c78) [5071]
                0.00    0.00       2/3198971     load_obj_file (obj_parser.c:554 @ 9c9c) [5075]
                0.00    0.00       3/3198971     add_menu_widget (menu_public.c:61 @ e1cc) [764]
                0.00    0.00       8/3198971     ft_strjoin (ft_strjoin.c:23 @ f0ee) [2533]
                0.00    0.00      22/3198971     triangulation (obj_parser.c:241 @ 847e) [8154]
                0.00    0.00  743101/3198971     get_str_count (ft_split.c:36 @ f5be) [3225]
                0.00    0.00 2455828/3198971     append_next_sub (ft_split.c:53 @ f64d) [845]
[500]    0.0    0.00    0.00 3198971         ft_calloc (ft_calloc.c:16 @ f050) [500]
-----------------------------------------------
                0.00    0.00       4/1569210     obj_parser_parse_mtl_libs (obj_parser.c:510 @ 9a83) [6965]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:451 @ 956c) [7206]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:462 @ 966a) [7217]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:466 @ 96fd) [7221]
                0.00    0.00       8/1569210     parse_mtl (obj_parser.c:468 @ 9831) [7239]
                0.00    0.00       8/1569210     ft_strjoin (ft_strjoin.c:16 @ f0b0) [549]
                0.00    0.00       8/1569210     ft_strjoin (ft_strjoin.c:22 @ f0dc) [2530]
                0.00    0.00       9/1569210     obj_parser_handle_faces (obj_parser.c:312 @ 8e86) [6914]
                0.00    0.00      11/1569210     parse_mtl (obj_parser.c:445 @ 9543) [7202]
                0.00    0.00      19/1569210     ft_strlcpy (ft_strlcpy.c:16 @ ee10) [2581]
