Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.02     61.73     0.01                             HuffmanTree_makeTable (lodepng.c:773 @ 15c95)
  0.02     61.74     0.01                             clipp_loop (clipping_xy.c:240 @ cc8b)
  0.02     61.76     0.01                             clipping_xy (clipping_xy.c:183 @ ce30)
  0.02     61.77     0.01                             clipping_z_near (clipping_z.c:126 @ c575)
  0.02     61.77     0.01                             clipping_z_near (clipping_z.c:137 @ c5b9)
  0.02     61.78     0.01                             clipping_z_near (clipping_z.c:136 @ c5c2)
  0.02     61.80     0.01                             clipping_z_near (clipping_z.c:136 @ c602)
  0.02     61.80     0.01                             count_inside_points (clipping_xy.c:158 @ cc6d)
  0.02     61.81     0.01                             count_inside_points (clipping_xy.c:158 @ cc83)
  0.02     61.83     0.01                             count_inside_points (clipping_xy.c:156 @ cc93)
  0.02     61.84     0.01                             count_inside_points (clipping_xy.c:162 @ ccb2)
  0.02     61.84     0.01                             count_inside_points (clipping_xy.c:156 @ cdd7)
  0.02     61.85     0.01                             count_inside_points (clipping_xy.c:160 @ cfc7)
  0.02     61.87     0.01                             count_inside_points (clipping_xy.c:159 @ d056)
  0.02     61.88     0.01                             count_inside_points (clipping_xy.c:158 @ d0c0)
  0.02     61.88     0.01                             cross_product (vec3.c:106 @ 6112)
  0.02     61.90     0.01                             cross_product (vec3.c:102 @ 611b)
  0.02     61.91     0.01                             cross_product (vec3.c:107 @ 6145)
  0.02     61.91     0.01                             cross_product (vec3.c:104 @ 6146)
  0.02     61.92     0.01                             draw_mesh (draw.c:355 @ 59d3)
  0.02     61.94     0.01                             draw_mesh (draw.c:379 @ 5c27)
  0.02     61.95     0.01                             draw_mesh (draw.c:383 @ 5cd7)
  0.02     61.95     0.01                             ensureBits25 (lodepng.c:526 @ 15235)
  0.02     61.97     0.01                             ensureBits25 (lodepng.c:527 @ 15241)
  0.02     61.98     0.01                             ensureBits25 (lodepng.c:528 @ 15253)
  0.02     61.98     0.01                             ensureBits25 (lodepng.c:530 @ 152c9)
  0.02     61.99     0.01                             ensureBits25 (lodepng.c:539 @ 153b3)
  0.02     62.01     0.01                             ensureBits32 (lodepng.c:544 @ 153d2)
  0.02     62.02     0.01                             ensureBits32 (lodepng.c:547 @ 15423)
  0.02     62.02     0.01                             ensureBits32 (lodepng.c:546 @ 1543e)
  0.02     62.03     0.01                             fast_line_intersect (clipping_xy.c:95 @ ca20)
  0.02     62.05     0.01                             fill_triangle_color (fill_triangle2.c:110 @ b83c)
  0.02     62.05     0.01                             fill_triangle_color (fill_triangle2.c:127 @ b89f)
  0.02     62.06     0.01                             fill_triangle_color (fill_triangle2.c:130 @ b8b1)
  0.02     62.08     0.01                             fill_triangle_color (fill_triangle2.c:135 @ b8e6)
  0.02     62.09     0.01                             fill_triangle_color (fill_triangle2.c:145 @ b940)
  0.02     62.09     0.01                             fill_triangle_color (fill_triangle2.c:153 @ b96c)
  0.02     62.10     0.01                             fill_triangle_color (fill_triangle2.c:148 @ ba2b)
  0.02     62.12     0.01                             fill_triangle_color (fill_triangle2.c:181 @ bb51)
  0.02     62.12     0.01                             fill_triangle_color (fill_triangle2.c:181 @ bb64)
  0.02     62.13     0.01                             fill_triangle_color (fill_triangle2.c:219 @ bc4a)
  0.02     62.15     0.01                             fill_triangle_texture (fill_triangle.c:117 @ ac95)
  0.02     62.16     0.01                             fill_triangle_texture (fill_triangle.c:130 @ ad44)
  0.02     62.16     0.01                             fill_triangle_texture (fill_triangle.c:146 @ af2a)
  0.02     62.17     0.01                             fill_triangle_texture (fill_triangle.c:151 @ af48)
  0.02     62.19     0.01                             fill_triangle_texture (fill_triangle.c:174 @ afbe)
  0.02     62.20     0.01                             fill_triangle_texture (fill_triangle.c:171 @ b025)
  0.02     62.20     0.01                             fill_triangle_texture (fill_triangle.c:173 @ b027)
  0.02     62.22     0.01                             fill_triangle_texture (fill_triangle.c:191 @ b0e0)
  0.02     62.23     0.01                             fill_triangle_texture (fill_triangle.c:173 @ b114)
  0.02     62.23     0.01                             fill_triangle_texture (fill_triangle.c:207 @ b320)
  0.02     62.24     0.01                             fill_triangle_texture (fill_triangle.c:212 @ b33f)
  0.02     62.26     0.01                             fill_triangle_texture (fill_triangle.c:218 @ b3ad)
  0.02     62.27     0.01                             fill_triangle_texture (fill_triangle.c:240 @ b4fb)
  0.02     62.27     0.01                             fill_triangle_texture (fill_triangle.c:253 @ b598)
  0.02     62.28     0.01                             fill_triangle_texture (fill_triangle.c:253 @ b5bf)
  0.02     62.30     0.01                             fill_triangle_texture (fill_triangle.c:252 @ b5ca)
  0.02     62.30     0.01                             ft_atoi (ft_atoi.c:42 @ f040)
  0.02     62.31     0.01                             ft_atoi (ft_atoi.c:44 @ f043)
  0.02     62.33     0.01                             ft_memcpy (ft_memcpy.c:29 @ ec38)
  0.02     62.34     0.01                             ft_strchr (ft_strchr.c:19 @ eeb3)
  0.02     62.34     0.01                             ft_strncmp (ft_strncmp.c:22 @ ef79)
  0.02     62.35     0.01                             getPixelColorsRGBA8 (lodepng.c:3632 @ 1a3e7)
  0.02     62.37     0.01                             get_unset_used_index (clipping_xy.c:71 @ d420)
  0.02     62.38     0.01                             get_unset_used_index (clipping_xy.c:68 @ d427)
  0.02     62.38     0.01                             huffmanDecodeSymbol (lodepng.c:1076 @ 161e0)
  0.02     62.40     0.01                             inflateHuffmanBlock (lodepng.c:1260 @ 16a0f)
  0.02     62.41     0.01                             inflateHuffmanBlock (lodepng.c:1287 @ 16b8f)
  0.02     62.41     0.01                             inflateHuffmanBlock (lodepng.c:1292 @ 16bcc)
  0.02     62.42     0.01                             inflateHuffmanBlock (lodepng.c:1298 @ 16bf9)
  0.02     62.44     0.01                             inflateHuffmanBlock (lodepng.c:1299 @ 16c17)
  0.02     62.45     0.01                             inflateHuffmanBlock (lodepng.c:1301 @ 16c20)
  0.02     62.45     0.01                             inflateHuffmanBlock (lodepng.c:1309 @ 16c82)
  0.02     62.47     0.01                             inflateHuffmanBlock (lodepng.c:1329 @ 16e00)
  0.02     62.48     0.01                             inflateHuffmanBlock (lodepng.c:1335 @ 16e27)
  0.02     62.48     0.01                             inflateHuffmanBlock (lodepng.c:1255 @ 16e51)
  0.02     62.49     0.01                             line_zplane_intersection (clipping_z.c:68 @ c070)
  0.02     62.51     0.01                             lodepng_crc32 (lodepng.c:2662 @ 177c8)
  0.02     62.52     0.01                             lodepng_crc32 (lodepng.c:2664 @ 177cc)
  0.02     62.52     0.01                             lodepng_crc32 (lodepng.c:2665 @ 177fb)
  0.02     62.53     0.01                             lodepng_memcpy (lodepng.c:124 @ 14a12)
  0.02     62.55     0.01                             my_str_cpy (get_next_line_utils.c:70 @ 10520)
  0.02     62.55     0.01                             my_str_cpy (get_next_line_utils.c:74 @ 105b5)
  0.02     62.56     0.01                             obj_parser_handle_faces (obj_parser.c:334 @ 9044)
  0.02     62.58     0.01                             obj_parser_handle_faces (obj_parser.c:334 @ 907d)
  0.02     62.59     0.01                             rasterize (draw.c:276 @ 5551)
  0.02     62.59     0.01                             rasterize (draw.c:285 @ 5581)
  0.02     62.60     0.01                             rasterize (draw.c:284 @ 55ca)
  0.02     62.62     0.01                             rasterize (draw.c:321 @ 5708)
  0.02     62.62     0.01                             rasterize (draw.c:311 @ 5770)
  0.02     62.63     0.01                             rasterize (draw.c:311 @ 57f0)
  0.02     62.65     0.01                             rasterize (draw.c:310 @ 57f8)
  0.02     62.66     0.01                             rasterize (draw.c:304 @ 5849)
  0.02     62.66     0.01                             rasterize (draw.c:326 @ 5852)
  0.02     62.67     0.01                             read (unistd.h:28 @ f767)
  0.02     62.69     0.01                             readBits (lodepng.c:575 @ 15649)
  0.02     62.70     0.01                             reverseBits (lodepng.c:584 @ 1568c)
  0.02     62.70     0.01                             scale_to_screen (draw.c:164 @ 56c5)
  0.02     62.72     0.01                             sort_buffer (get_next_line_utils.c:101 @ 104e8)
  0.02     62.73     0.01                             sort_vertexes_for_y (fill_triangle.c:40 @ ac60)
  0.02     62.73     0.01                             triangulation (obj_parser.c:227 @ 82d0)
  0.02     62.74     0.01                             unfilterScanline (lodepng.c:4506 @ 1d5b3)
  0.02     62.76     0.01                             unit_vec3 (vec3.c:28 @ 5f0b)
  0.02     62.77     0.01                             v3_add_incl_uv (fill_triangle.c:77 @ af6e)
  0.02     62.77     0.01                             v3_add_incl_uv (fill_triangle.c:77 @ b36f)
  0.02     62.78     0.01                             v3_add_incl_uv (fill_triangle.c:75 @ b38c)
  0.02     62.80     0.01                             v3_add_incl_uv (fill_triangle.c:76 @ b580)
  0.02     62.80     0.01                             v3_sub_incl_uv (fill_triangle.c:88 @ ad98)
  0.02     62.81     0.01                             v3_sub_incl_uv (fill_triangle.c:85 @ b27e)
  0.01     62.82     0.01   632419     7.91     7.91  my_str_cpy (get_next_line_utils.c:64 @ ffd0)
  0.01     62.83     0.01                             advanceBits (lodepng.c:571 @ 15636)
  0.01     62.83     0.01                             append_buffer (get_next_line_utils.c:124 @ 10602)
  0.01     62.84     0.01                             append_buffer (get_next_line_utils.c:127 @ 10606)
  0.01     62.84     0.01                             call_clipping_xy (clipping_xy.c:254 @ cc20)
  0.01     62.84     0.01                             clipping_xy (clipping_xy.c:203 @ cf37)
  0.01     62.85     0.01                             clipping_xy (clipping_xy.c:204 @ cf4e)
  0.01     62.85     0.01                             count_inside_points (clipping_xy.c:158 @ cd12)
  0.01     62.86     0.01                             count_inside_points (clipping_xy.c:158 @ d050)
  0.01     62.87     0.01                             count_inside_points (clipping_xy.c:160 @ d06f)
  0.01     62.87     0.01                             cross_product (vec3.c:104 @ 614e)
  0.01     62.88     0.01                             cross_product (vec3.c:106 @ 6153)
  0.01     62.88     0.01                             draw_mesh (draw.c:407 @ 5d3a)
  0.01     62.88     0.01                             draw_mesh (draw.c:390 @ 5d42)
  0.01     62.89     0.01                             draw_mesh (draw.c:390 @ 5d67)
  0.01     62.90     0.01                             draw_mesh (draw.c:391 @ 5d6b)
  0.01     62.90     0.01                             draw_mesh (draw.c:409 @ 5d87)
  0.01     62.91     0.01                             draw_mesh (draw.c:407 @ 5d93)
  0.01     62.91     0.01                             draw_mesh (draw.c:409 @ 5d9f)
  0.01     62.91     0.01                             ensureBits25 (lodepng.c:528 @ 152a1)
  0.01     62.92     0.01                             ensureBits25 (lodepng.c:529 @ 152a3)
  0.01     62.92     0.01                             fast_line_intersect (clipping_xy.c:138 @ cafb)
  0.01     62.93     0.01                             fast_line_intersect (clipping_xy.c:137 @ caff)
  0.01     62.94     0.01                             fill_slider (menu.c:96 @ de7d)
  0.01     62.94     0.01                             fill_slider (menu.c:95 @ de7f)
  0.01     62.95     0.01                             fill_triangle_color (fill_triangle2.c:123 @ b896)
  0.01     62.95     0.01                             fill_triangle_color (fill_triangle2.c:135 @ b8a2)
  0.01     62.95     0.01                             fill_triangle_texture (fill_triangle.c:121 @ acce)
  0.01     62.96     0.01                             fill_triangle_texture (fill_triangle.c:123 @ acea)
  0.01     62.97     0.01                             fill_triangle_texture (fill_triangle.c:155 @ af62)
  0.01     62.97     0.01                             fill_triangle_texture (fill_triangle.c:167 @ afb8)
  0.01     62.98     0.01                             fill_triangle_texture (fill_triangle.c:171 @ b1ac)
  0.01     62.98     0.01                             fill_triangle_texture (fill_triangle.c:218 @ b36a)
  0.01     62.98     0.01                             fill_triangle_texture (fill_triangle.c:230 @ b377)
  0.01     62.99     0.01                             fill_triangle_texture (fill_triangle.c:240 @ b3e6)
  0.01     62.99     0.01                             fill_triangle_texture (fill_triangle.c:237 @ b4f0)
  0.01     63.00     0.01                             fill_triangle_texture (fill_triangle.c:240 @ b4f3)
  0.01     63.01     0.01                             fill_triangle_texture (fill_triangle.c:240 @ b5bd)
  0.01     63.01     0.01                             fill_triangle_texture (fill_triangle.c:253 @ b5d2)
  0.01     63.02     0.01                             ft_calloc (ft_calloc.c:24 @ f0ac)
  0.01     63.02     0.01                             ft_calloc (ft_calloc.c:25 @ f0b7)
  0.01     63.02     0.01                             get_str_count (ft_split.c:22 @ f5f7)
  0.01     63.03     0.01                             get_str_count (ft_split.c:36 @ f5fe)
  0.01     63.03     0.01                             huffmanDecodeSymbol (lodepng.c:1079 @ 16213)
  0.01     63.04     0.01                             huffmanDecodeSymbol (lodepng.c:1082 @ 1622a)
  0.01     63.05     0.01                             inflateHuffmanBlock (lodepng.c:1255 @ 16a0a)
  0.01     63.05     0.01                             inflateHuffmanBlock (lodepng.c:1262 @ 16a3f)
  0.01     63.05     0.01                             inflateHuffmanBlock (lodepng.c:1310 @ 16c9f)
  0.01     63.06     0.01                             inflateHuffmanBlock (lodepng.c:1313 @ 16ce6)
  0.01     63.06     0.01                             inflateHuffmanBlock (lodepng.c:1314 @ 16cf3)
  0.01     63.07     0.01                             lodepng_crc32 (lodepng.c:2662 @ 17775)
  0.01     63.08     0.01                             lodepng_crc32 (lodepng.c:2663 @ 1779b)
  0.01     63.08     0.01                             lodepng_crc32 (lodepng.c:2666 @ 1786d)
  0.01     63.09     0.01                             lodepng_crc32 (lodepng.c:2668 @ 1786f)
  0.01     63.09     0.01                             lodepng_memset (lodepng.c:127 @ 14a16)
  0.01     63.09     0.01                             my_str_cpy (get_next_line_utils.c:70 @ ffe7)
  0.01     63.10     0.01                             my_str_cpy (get_next_line_utils.c:74 @ 10544)
  0.01     63.10     0.01                             my_str_cpy (get_next_line_utils.c:83 @ 10553)
  0.01     63.11     0.01                             my_str_cpy (get_next_line_utils.c:75 @ 105c4)
  0.01     63.12     0.01                             my_str_cpy (get_next_line_utils.c:83 @ 105c6)
  0.01     63.12     0.01                             rasterize (draw.c:285 @ 5592)
  0.01     63.12     0.01                             rasterize (draw.c:284 @ 559a)
  0.01     63.13     0.01                             rasterize (draw.c:293 @ 5652)
  0.01     63.13     0.01                             rasterize (draw.c:291 @ 5657)
  0.01     63.14     0.01                             rasterize (draw.c:265 @ 5858)
  0.01     63.15     0.01                             rasterize (draw.c:326 @ 5863)
  0.01     63.15     0.01                             readBits (lodepng.c:578 @ 15675)
  0.01     63.16     0.01                             reverseBits (lodepng.c:581 @ 15677)
  0.01     63.16     0.01                             sort_buffer (get_next_line_utils.c:97 @ 10385)
  0.01     63.16     0.01                             sort_buffer (get_next_line_utils.c:98 @ 1038a)
  0.01     63.17     0.01                             unit_vec3 (vec3.c:25 @ 5f07)
  0.01     63.17     0.01                             unit_vec3 (vec3.c:26 @ 5f0f)
  0.01     63.18     0.01                             v3_add_incl_uv (fill_triangle.c:75 @ b35a)
  0.01     63.19     0.01                             v3_add_incl_uv (fill_triangle.c:76 @ b35f)
  0.01     63.19     0.01                             v3_add_incl_uv (fill_triangle.c:76 @ b380)
  0.01     63.20     0.01                             v3_add_incl_uv (fill_triangle.c:77 @ b386)
  0.01     63.20     0.01                             v3_sub (vec3.c:143 @ 62a3)
  0.00     63.20     0.00 123581170     0.00     0.00  cross_product (vec3.c:99 @ 60f0)
  0.00     63.20     0.00 25510117     0.00     0.00  append_buffer (get_next_line_utils.c:105 @ 10330)
  0.00     63.20     0.00  4755340     0.00     0.00  sort_vertexes_for_y (fill_triangle.c:17 @ ab60)
  0.00     63.20     0.00  4739581     0.00     0.00  fill_triangle_texture (fill_triangle.c:106 @ ac70)
  0.00     63.20     0.00  3198971     0.00     0.00  ft_calloc (ft_calloc.c:16 @ f090)
  0.00     63.20     0.00  2839367     0.00     0.00  ft_strchr (ft_strchr.c:16 @ eea0)
  0.00     63.20     0.00  1569210     0.00     0.00  ft_strlen (ft_strlen.c:16 @ ead0)
  0.00     63.20     0.00  1564810     0.00     0.00  ft_atoi (ft_atoi.c:23 @ eff0)
  0.00     63.20     0.00  1456644     0.00     0.00  ft_strncmp (ft_strncmp.c:16 @ ef50)
  0.00     63.20     0.00   743101     0.00     0.00  ft_free_2darr (ft_free_2darr.c:16 @ fd50)
  0.00     63.20     0.00   743101     0.00     0.00  ft_split (ft_split.c:66 @ f590)
  0.00     63.20     0.00   651163     0.00     0.00  v3_add (vec3.c:115 @ 61a0)
  0.00     63.20     0.00   650234     0.00     0.00  v3_scale (vec3.c:182 @ 6400)
  0.00     63.20     0.00   648376     0.00     0.00  line_zplane_intersection (clipping_z.c:39 @ bdc0)
  0.00     63.20     0.00   632434     0.00     0.00  cleanup (get_next_line_utils.c:16 @ fea0)
  0.00     63.20     0.00   632434     0.00     0.00  get_current_file (get_next_line_utils.c:38 @ ff20)
  0.00     63.20     0.00   632434     0.00     0.00  get_next_line (get_next_line.c:69 @ f890)
  0.00     63.20     0.00   632434     0.00     0.00  reading (get_next_line.c:16 @ f740)
  0.00     63.20     0.00   383547     0.00     0.00  str_to_double (obj_parser.c:88 @ 8740)
  0.00     63.20     0.00   383539     0.00     0.00  ft_powint (ft_powint.c:16 @ f9c0)
  0.00     63.20     0.00   266190     0.00     0.00  parse_face_normals (obj_parser.c:207 @ 8ce0)
  0.00     63.20     0.00   266188     0.00     0.00  parse_face_vertex (obj_parser.c:182 @ 8bc0)
  0.00     63.20     0.00   133171     0.00     0.00  ft_bzero (ft_bzero.c:16 @ eb90)
  0.00     63.20     0.00    66582     0.00     0.00  ft_put_pixel_fin_index (utils1.c:161 @ 82b0)
  0.00     63.20     0.00    15759     0.00     0.00  fill_triangle_color (fill_triangle2.c:69 @ b6b0)
  0.00     63.20     0.00     7432     0.00     0.00  mat4x4_mult_mat4x4 (matrix_mult.c:27 @ a630)
  0.00     63.20     0.00     2817     0.00     0.00  cursor_hook (key_handlers.c:152 @ d9d0)
  0.00     63.20     0.00     1858     0.00     0.00  draw_mesh (draw.c:336 @ 5900)
  0.00     63.20     0.00     1858     0.00     0.00  fill_model_matrix (draw.c:175 @ 4f80)
  0.00     63.20     0.00     1858     0.00     0.00  init_day_light (draw.c:207 @ 50f0)
  0.00     63.20     0.00     1858     0.00     0.00  matrix_look_at (init_matrix.c:219 @ a560)
  0.00     63.20     0.00     1858     0.00     0.00  matrix_point_at (init_matrix.c:179 @ a2b0)
  0.00     63.20     0.00     1858     0.00     0.00  rot_matx_4x4 (init_matrix.c:117 @ a0f0)
  0.00     63.20     0.00     1858     0.00     0.00  rot_maty_4x4 (init_matrix.c:137 @ a180)
  0.00     63.20     0.00     1858     0.00     0.00  rot_matz_4x4 (init_matrix.c:157 @ a230)
  0.00     63.20     0.00     1858     0.00     0.00  scale_matrix (init_matrix.c:37 @ 9f60)
  0.00     63.20     0.00     1858     0.00     0.00  translation_matrix (init_matrix.c:77 @ a040)
  0.00     63.20     0.00      993     0.00     0.00  display_fps_hook (fps.c:170 @ 4410)
  0.00     63.20     0.00      993     0.00     0.00  ft_hook (main.c:139 @ 32a0)
  0.00     63.20     0.00      993     0.00     0.00  menu_handler (menu_public.c:36 @ e0f0)
  0.00     63.20     0.00      929     0.00     0.00  get_direction (vec3.c:337 @ 67a0)
  0.00     63.20     0.00      929     0.00     0.00  handle_movement_per_frame (main.c:27 @ 2e00)
  0.00     63.20     0.00      367     0.00     0.00  display_digit (fps.c:84 @ 3f80)
  0.00     63.20     0.00      284     0.00     0.00  display_fps (fps.c:136 @ 4220)
  0.00     63.20     0.00       85     0.00     0.00  key_hook (key_handlers.c:113 @ d720)
  0.00     63.20     0.00       75     0.00     0.00  add_vec3 (vec3.c:213 @ 64d0)
  0.00     63.20     0.00       63     0.00     0.00  handle_open_menu (menu.c:103 @ dd90)
  0.00     63.20     0.00       39     0.00     0.00  ft_strcmp (ft_strncmp.c:34 @ efa0)
  0.00     63.20     0.00       39     0.00     0.00  is_buffer_all_zeros (ft_realloc_copy_until_zeroed.c:16 @ fc40)
  0.00     63.20     0.00       25     0.00     0.00  ft_strtrim (ft_strtrim.c:27 @ f370)
  0.00     63.20     0.00       19     0.00     0.00  ft_strlcpy (ft_strlcpy.c:16 @ ee30)
  0.00     63.20     0.00        8     0.00     0.00  ft_strjoin (ft_strjoin.c:16 @ f0f0)
  0.00     63.20     0.00        7     0.00     0.00  ft_free_img (utils1.c:34 @ 7960)
  0.00     63.20     0.00        4     0.00     0.00  cursor_menu (menu_hooks.c:65 @ e480)
  0.00     63.20     0.00        3     0.00     0.00  add_menu_widget (menu_public.c:61 @ e1e0)
  0.00     63.20     0.00        3     0.00     0.00  fill_slider (menu.c:73 @ dcb0)
  0.00     63.20     0.00        3     0.00     0.00  ft_free (ft_free.c:16 @ fe70)
  0.00     63.20     0.00        3     0.00     0.00  init_entry_widget (menu.c:48 @ db10)
  0.00     63.20     0.00        2     0.00     0.00  add_obj_file_meshes (main.c:193 @ 3800)
  0.00     63.20     0.00        2     0.00     0.00  arr_append (arr_append.c:20 @ fdb0)
  0.00     63.20     0.00        2     0.00     0.00  ident_mat_4x4 (init_matrix.c:97 @ a0a0)
  0.00     63.20     0.00        2     0.00     0.00  init_basic_data_mesh (init.c:129 @ e8d0)
  0.00     63.20     0.00        2     0.00     0.00  load_obj_file (obj_parser.c:540 @ 9ba0)
  0.00     63.20     0.00        2     0.00     0.00  make_mesh_render_rdy (init.c:86 @ e840)
  0.00     63.20     0.00        2     0.00     0.00  obj_parser_count (obj_parser.c:59 @ 85b0)
  0.00     63.20     0.00        2     0.00     0.00  obj_parser_fill_vertexes (obj_parser.c:118 @ 8890)
  0.00     63.20     0.00        2     0.00     0.00  obj_parser_handle_faces (obj_parser.c:287 @ 9240)
  0.00     63.20     0.00        2     0.00     0.00  obj_parser_parse_mtl_libs (obj_parser.c:494 @ 9a00)
  0.00     63.20     0.00        1     0.00     0.00  clean_mlx (cleanup.c:4 @ e970)
  0.00     63.20     0.00        1     0.00     0.00  cleanup_exit (cleanup.c:31 @ ea10)
  0.00     63.20     0.00        1     0.00     0.00  close_menu (menu_open_close.c:19 @ dec0)
  0.00     63.20     0.00        1     0.00     0.00  free_fps_digit_textures (fps.c:57 @ 3d80)
  0.00     63.20     0.00        1     0.00     0.00  free_menu (menu_public.c:19 @ e050)
  0.00     63.20     0.00        1     0.00     0.00  get_fps_digit_texture (fps.c:35 @ 3cf0)
  0.00     63.20     0.00        1     0.00     0.00  init_hooks (init.c:66 @ e700)
  0.00     63.20     0.00        1     0.00     0.00  init_main (init.c:47 @ e560)
  0.00     63.20     0.00        1     0.00     0.00  init_menu (menu_public.c:49 @ e140)
  0.00     63.20     0.00        1     0.00     0.00  init_menu_widgets (init.c:76 @ e7a0)
  0.00     63.20     0.00        1     0.00     0.00  mtl_len (obj_parser.c:364 @ 9310)
  0.00     63.20     0.00        1     0.00     0.00  parse_mtl (obj_parser.c:421 @ 9490)
  0.00     63.20     0.00        1     0.00     0.00  reset_camera (utils1.c:18 @ 7840)
  0.00     63.20     0.00        1     0.00     0.00  reset_pixel_buffer (utils1.c:42 @ 79a0)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.02% of 63.20 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[62]     0.3    0.21    0.00                 _init [62]
-----------------------------------------------
                0.00    0.00    1858/371554954     matrix_point_at (init_matrix.c:185 @ a2fe) [556]
                0.00    0.00    1858/371554954     matrix_point_at (init_matrix.c:190 @ a3ce) [557]
                0.00    0.00  164974/371554954     clipping_z_near (clipping_z.c:152 @ c866) [551]
                0.00    0.00  648376/371554954     line_zplane_intersection (clipping_z.c:52 @ be43) [545]
                0.06    0.00 123579296/371554954     draw_mesh (draw.c:381 @ 5c4a) [16]
                0.12    0.00 247158592/371554954     draw_mesh (draw.c:378 @ 5b41) [5]
[73]     0.3    0.18    0.00 371554954         v3_sub (vec3.c:138 @ 6270) [73]
-----------------------------------------------
                0.00    0.00       1/276195394     reset_camera (utils1.c:26 @ 78ef) [577]
                0.00    0.00       1/276195394     reset_camera (utils1.c:27 @ 790e) [576]
                0.00    0.00       1/276195394     reset_camera (utils1.c:29 @ 791b) [578]
                0.00    0.00       2/276195394     arr_append (arr_append.c:34 @ fe10) [573]
                0.00    0.00       2/276195394     arr_append (arr_append.c:35 @ fe25) [574]
                0.00    0.00       3/276195394     add_menu_widget (menu_public.c:68 @ e22b) [571]
                0.00    0.00      22/276195394     triangulation (obj_parser.c:242 @ 849e) [570]
                0.00    0.00    1858/276195394     fill_model_matrix (draw.c:203 @ 50ad) [555]
                0.00    0.00  133024/276195394     triangulation (obj_parser.c:255 @ 834b) [550]
                0.00    0.00  266188/276195394     parse_face_vertex (obj_parser.c:192 @ 8c32) [548]
                0.04    0.00 68948573/276195394     rasterize (draw.c:286 @ 5603) [127]
                0.13    0.00 206845719/276195394     cpy_triangle_data_rasterize (draw.c:242 @ 562f) [83]
[74]     0.3    0.17    0.00 276195394         ft_memcpy (ft_memcpy.c:16 @ ebc0) [74]
-----------------------------------------------
                0.17    0.00 75372090/75372090     draw_mesh (draw.c:421 @ 5df1) [21]
[75]     0.3    0.17    0.00 75372090         rasterize (draw.c:251 @ 53e0) [75]
-----------------------------------------------
                0.00    0.00  978659/79373758     clipping_xy (clipping_xy.c:188 @ d331) [537]
                0.00    0.00  978659/79373758     clipping_xy (clipping_xy.c:189 @ d346) [538]
                0.00    0.00 1022175/79373758     clipping_xy (clipping_xy.c:198 @ cec1) [535]
                0.00    0.00 1022175/79373758     clipping_xy (clipping_xy.c:201 @ ceed) [536]
                0.15    0.00 75372090/79373758     rasterize (draw.c:261 @ 549b) [72]
[77]     0.3    0.16    0.00 79373758         clipping_z_near (clipping_z.c:126 @ c540) [77]
-----------------------------------------------
                0.03    0.00 123579296/596854158     draw_mesh (draw.c:372 @ 5afe) [111]
                0.03    0.00 123579296/596854158     draw_mesh (draw.c:373 @ 5b13) [93]
                0.03    0.00 123579296/596854158     draw_mesh (draw.c:374 @ 5b2a) [157]
                0.05    0.00 226116270/596854158     draw_mesh (draw.c:417 @ 5ddb) [134]
[80]     0.2    0.14    0.00 596854158         matrix_mult_vec3_4x4 (matrix_mult.c:61 @ aa00) [80]
-----------------------------------------------
                0.00    0.00     854/244898176     handle_movement_per_frame (main.c:63 @ 3278) [560]
                0.00    0.00    1806/244898176     handle_movement_per_frame (main.c:63 @ 3060) [558]
                0.00    0.00   11440/244898176     fill_triangle_color (fill_triangle2.c:158 @ ba5c) [554]
                0.00    0.00   15759/244898176     fill_triangle_color (fill_triangle2.c:86 @ b6f8) [552]
                0.00    0.00   15759/244898176     fill_triangle_color (fill_triangle2.c:90 @ b78e) [553]
                0.00    0.00  648376/244898176     line_zplane_intersection (clipping_z.c:53 @ be9d) [542]
                0.00    0.00  648376/244898176     line_zplane_intersection (clipping_z.c:60 @ bead) [543]
                0.00    0.00  648376/244898176     line_zplane_intersection (clipping_z.c:64 @ bec6) [544]
                0.00    0.00 4360520/244898176     fill_triangle_texture (fill_triangle.c:197 @ b228) [534]
                0.00    0.00 4739531/244898176     v3_sub_incl_uv (fill_triangle.c:87 @ ae2f) [533]
                0.00    0.00 4739581/244898176     v3_sub_incl_uv (fill_triangle.c:86 @ ad5c) [532]
                0.00    0.00 8003336/244898176     fast_line_intersect (clipping_xy.c:100 @ ca67) [531]
