Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.02    118.14     0.02                             count_inside_points (clipping_xy.c:159 @ cf9c)
  0.02    118.16     0.02                             count_inside_points (clipping_xy.c:158 @ cfaf)
  0.02    118.17     0.02                             draw_mesh (draw.c:389 @ 5ce8)
  0.02    118.19     0.02                             draw_mesh (draw.c:407 @ 5d3a)
  0.02    118.22     0.02                             draw_mesh (draw.c:390 @ 5d42)
  0.02    118.23     0.02                             draw_mesh (draw.c:417 @ 5de8)
  0.02    118.25     0.02                             ensureBits25 (lodepng.c:525 @ 15175)
  0.02    118.28     0.02                             ensureBits32 (lodepng.c:544 @ 15322)
  0.02    118.30     0.02                             ensureBits32 (lodepng.c:547 @ 15390)
  0.02    118.31     0.02                             fill_triangle_color (fill_triangle2.c:112 @ b7c5)
  0.02    118.33     0.02                             fill_triangle_color (fill_triangle2.c:130 @ b831)
  0.02    118.36     0.02                             fill_triangle_color (fill_triangle2.c:143 @ b87f)
  0.02    118.38     0.02                             fill_triangle_color (fill_triangle2.c:145 @ b89a)
  0.02    118.39     0.02                             fill_triangle_color (fill_triangle2.c:130 @ b938)
  0.02    118.42     0.02                             fill_triangle_texture (fill_triangle.c:282 @ b338)
  0.02    118.44     0.02                             huffmanDecodeSymbol (lodepng.c:1076 @ 16130)
  0.02    118.45     0.02                             huffmanDecodeSymbol (lodepng.c:1078 @ 16150)
  0.02    118.47     0.02                             inflateHuffmanBlock (lodepng.c:1279 @ 16a90)
  0.02    118.50     0.02                             inflateHuffmanBlock (lodepng.c:1281 @ 16a99)
  0.02    118.52     0.02                             inflateHuffmanBlock (lodepng.c:1286 @ 16acb)
  0.02    118.53     0.02                             inflateHuffmanBlock (lodepng.c:1306 @ 16ba0)
  0.02    118.56     0.02                             inflateHuffmanBlock (lodepng.c:1307 @ 16bbe)
  0.02    118.58     0.02                             inner_loop (fill_triangle.c:135 @ af21)
  0.02    118.59     0.02                             inner_loop (fill_triangle.c:145 @ af68)
  0.02    118.61     0.02                             inner_loop (fill_triangle.c:145 @ b098)
  0.02    118.64     0.02                             lodepng_memcpy (lodepng.c:124 @ 14962)
  0.02    118.66     0.02                             my_str_cpy (get_next_line_utils.c:74 @ ff85)
  0.02    118.67     0.02                             projection_matrix (init_matrix.c:58 @ 9fee)
  0.02    118.69     0.02                             projection_matrix (init_matrix.c:74 @ a024)
  0.02    118.72     0.02                             rasterize (draw.c:276 @ 5551)
  0.02    118.73     0.02                             rasterize (draw.c:286 @ 55de)
  0.02    118.75     0.02                             rasterize (draw.c:285 @ 55e2)
  0.02    118.78     0.02                             rasterize (draw.c:300 @ 5683)
  0.02    118.80     0.02                             rasterize (draw.c:306 @ 573c)
  0.02    118.81     0.02                             rasterize (draw.c:326 @ 5863)
  0.02    118.83     0.02                             rasterize (draw.c:265 @ 5869)
  0.02    118.86     0.02                             scale_to_screen (draw.c:162 @ 56a5)
  0.02    118.88     0.02                             sort_vertexes_for_y (fill_triangle.c:35 @ ac15)
  0.02    118.89     0.02                             unfilterScanline (lodepng.c:4390 @ 1c35a)
  0.02    118.92     0.02                             unfilterScanline (lodepng.c:4494 @ 1d33f)
  0.01    118.93     0.01                             count_inside_points (clipping_xy.c:160 @ cbd7)
  0.01    118.94     0.01                             cross_product (vec3.c:106 @ 6112)
  0.01    118.96     0.01                             cross_product (vec3.c:102 @ 611b)
  0.01    118.97     0.01                             cross_product (vec3.c:107 @ 6145)
  0.01    118.99     0.01                             cross_product (vec3.c:104 @ 6146)
  0.01    119.00     0.01                             cross_product (vec3.c:104 @ 614e)
  0.01    119.02     0.01                             cross_product (vec3.c:106 @ 6153)
  0.01    119.03     0.01                             ensureBits32 (lodepng.c:547 @ 15373)
  0.01    119.05     0.01                             ensureBits32 (lodepng.c:548 @ 153b6)
  0.01    119.06     0.01                             ensureBits32 (lodepng.c:559 @ 15520)
  0.01    119.08     0.01                             fast_line_intersect (clipping_xy.c:101 @ c9cb)
  0.01    119.09     0.01                             fill_triangle_color (fill_triangle2.c:204 @ bc67)
  0.01    119.11     0.01                             fill_triangle_texture (fill_triangle.c:215 @ aeee)
  0.01    119.12     0.01                             fill_triangle_texture (fill_triangle.c:218 @ af13)
  0.01    119.14     0.01                             fill_triangle_texture (fill_triangle.c:271 @ b38b)
  0.01    119.16     0.01                             fill_triangle_texture (fill_triangle.c:301 @ b493)
  0.01    119.17     0.01                             get_unset_last_used_index (clipping_xy.c:56 @ d11a)
  0.01    119.19     0.01                             inflateHuffmanBlock (lodepng.c:1264 @ 1699b)
  0.01    119.20     0.01                             inflateHuffmanBlock (lodepng.c:1265 @ 169ca)
  0.01    119.22     0.01                             inflateHuffmanBlock (lodepng.c:1267 @ 169e6)
  0.01    119.23     0.01                             inflateHuffmanBlock (lodepng.c:1269 @ 16a26)
  0.01    119.25     0.01                             inflateHuffmanBlock (lodepng.c:1278 @ 16a6b)
  0.01    119.26     0.01                             inner_loop (fill_triangle.c:136 @ b48a)
  0.01    119.28     0.01                             lodepng_memset (lodepng.c:127 @ 14966)
  0.01    119.29     0.01                             rasterize (draw.c:286 @ 55c2)
  0.01    119.31     0.01                             rasterize (draw.c:284 @ 55ca)
  0.01    119.32     0.01                             rasterize (draw.c:301 @ 56d2)
  0.01    119.33     0.01                             rasterize (draw.c:304 @ 56da)
  0.01    119.35     0.01                             v3_sub_incl_uv (fill_triangle.c:85 @ ae89)
  0.01    119.36     0.01 25510117     0.39     0.39  append_buffer (get_next_line_utils.c:105 @ 10280)
  0.01    119.37     0.01                             HuffmanTree_makeFromLengths (lodepng.c:831 @ 15ee2)
  0.01    119.38     0.01                             HuffmanTree_makeTable (lodepng.c:696 @ 15882)
  0.01    119.39     0.01                             append_buffer (get_next_line_utils.c:127 @ 104b0)
  0.01    119.40     0.01                             call_clipping_xy (clipping_xy.c:264 @ d0b3)
  0.01    119.41     0.01                             clipping_xy (clipping_xy.c:181 @ cd5e)
  0.01    119.42     0.01                             clipping_xy (clipping_xy.c:183 @ cd80)
  0.01    119.43     0.01                             clipping_xy (clipping_xy.c:188 @ d266)
  0.01    119.44     0.01                             clipping_z_near (clipping_z.c:137 @ c509)
  0.01    119.45     0.01                             clipping_z_near (clipping_z.c:136 @ c512)
  0.01    119.46     0.01                             clipping_z_near (clipping_z.c:142 @ c536)
  0.01    119.47     0.01                             count_inside_points (clipping_xy.c:158 @ cbd3)
  0.01    119.48     0.01                             count_inside_points (clipping_xy.c:158 @ cbf0)
  0.01    119.49     0.01                             count_inside_points (clipping_xy.c:163 @ cc4e)
  0.01    119.50     0.01                             count_inside_points (clipping_xy.c:158 @ cc62)
  0.01    119.51     0.01                             count_inside_points (clipping_xy.c:160 @ cc6b)
  0.01    119.52     0.01                             count_inside_points (clipping_xy.c:156 @ cd42)
  0.01    119.53     0.01                             count_inside_points (clipping_xy.c:152 @ cedf)
  0.01    119.54     0.01                             count_inside_points (clipping_xy.c:156 @ cf05)
  0.01    119.55     0.01                             count_inside_points (clipping_xy.c:158 @ cfa0)
  0.01    119.56     0.01                             count_inside_points (clipping_xy.c:159 @ cfa6)
  0.01    119.57     0.01                             count_inside_points (clipping_xy.c:158 @ d050)
  0.01    119.58     0.01                             count_inside_points (clipping_xy.c:160 @ d060)
  0.01    119.59     0.01                             count_inside_points (clipping_xy.c:156 @ d2e4)
  0.01    119.60     0.01                             cpy_triangle_data_rasterize (draw.c:240 @ 55a8)
  0.01    119.61     0.01                             cpy_triangle_data_rasterize (draw.c:242 @ 562f)
  0.01    119.62     0.01                             draw_mesh (draw.c:379 @ 5c27)
  0.01    119.63     0.01                             draw_mesh (draw.c:407 @ 5d93)
  0.01    119.64     0.01                             draw_mesh (draw.c:409 @ 5d9f)
  0.01    119.65     0.01                             ensureBits25 (lodepng.c:524 @ 15169)
  0.01    119.66     0.01                             ensureBits25 (lodepng.c:526 @ 15185)
  0.01    119.67     0.01                             ensureBits25 (lodepng.c:528 @ 151a3)
  0.01    119.68     0.01                             ensureBits32 (lodepng.c:546 @ 153af)
  0.01    119.69     0.01                             fast_line_intersect (clipping_xy.c:137 @ ca30)
  0.01    119.70     0.01                             fill_triangle_color (fill_triangle2.c:106 @ b776)
  0.01    119.71     0.01                             fill_triangle_color (fill_triangle2.c:118 @ b7e0)
  0.01    119.72     0.01                             fill_triangle_color (fill_triangle2.c:135 @ b844)
  0.01    119.73     0.01                             fill_triangle_color (fill_triangle2.c:142 @ b885)
  0.01    119.74     0.01                             fill_triangle_color (fill_triangle2.c:148 @ b89d)
  0.01    119.75     0.01                             fill_triangle_color (fill_triangle2.c:135 @ b90b)
  0.01    119.76     0.01                             fill_triangle_color (fill_triangle2.c:134 @ b930)
  0.01    119.77     0.01                             fill_triangle_color (fill_triangle2.c:143 @ b96c)
  0.01    119.78     0.01                             fill_triangle_color (fill_triangle2.c:200 @ bb60)
  0.01    119.79     0.01                             fill_triangle_color (fill_triangle2.c:216 @ bb9a)
  0.01    119.80     0.01                             fill_triangle_texture (fill_triangle.c:170 @ ac90)
  0.01    119.81     0.01                             fill_triangle_texture (fill_triangle.c:304 @ ad25)
  0.01    119.82     0.01                             fill_triangle_texture (fill_triangle.c:247 @ b170)
  0.01    119.83     0.01                             fill_triangle_texture (fill_triangle.c:253 @ b202)
  0.01    119.84     0.01                             fill_triangle_texture (fill_triangle.c:270 @ b351)
  0.01    119.85     0.01                             ft_free_2darr (ft_free_2darr.c:27 @ fce8)
  0.01    119.86     0.01                             ft_strchr (ft_strchr.c:19 @ ee03)
  0.01    119.87     0.01                             get_unset_used_index (clipping_xy.c:71 @ d370)
  0.01    119.88     0.01                             huffmanDecodeSymbol (lodepng.c:1073 @ 160ee)
  0.01    119.89     0.01                             inflateHuffmanBlock (lodepng.c:1268 @ 169f2)
  0.01    119.90     0.01                             inflateHuffmanBlock (lodepng.c:1282 @ 16aad)
  0.01    119.91     0.01                             inflateHuffmanBlock (lodepng.c:1287 @ 16adf)
  0.01    119.92     0.01                             inflateHuffmanBlock (lodepng.c:1299 @ 16b67)
  0.01    119.93     0.01                             inflateHuffmanBlock (lodepng.c:1301 @ 16b70)
  0.01    119.94     0.01                             inflateHuffmanBlock (lodepng.c:1305 @ 16b8e)
  0.01    119.95     0.01                             inflateHuffmanBlock (lodepng.c:1309 @ 16bd2)
  0.01    119.96     0.01                             inflateHuffmanBlock (lodepng.c:1329 @ 16d50)
  0.01    119.97     0.01                             inner_loop (fill_triangle.c:154 @ aea1)
  0.01    119.98     0.01                             inner_loop (fill_triangle.c:151 @ afaa)
  0.01    119.99     0.01                             inner_loop (fill_triangle.c:145 @ b602)
  0.01    120.00     0.01                             lodepng_crc32 (lodepng.c:2662 @ 176c5)
  0.01    120.01     0.01                             lodepng_crc32 (lodepng.c:2662 @ 17718)
  0.01    120.02     0.01                             mlx_render_images (mlx_loop.c:60 @ 1298f)
  0.01    120.03     0.01                             mlx_texture_to_image (mlx_texture.c:31 @ 147e6)
  0.01    120.04     0.01                             my_str_cpy (get_next_line_utils.c:74 @ 10476)
  0.01    120.05     0.01                             my_str_cpy (get_next_line_utils.c:75 @ 10490)
  0.01    120.06     0.01                             my_str_cpy (get_next_line_utils.c:74 @ 10505)
  0.01    120.07     0.01                             parse_face_vertex (obj_parser.c:198 @ 8c56)
  0.01    120.08     0.01                             rasterize (draw.c:259 @ 5493)
  0.01    120.09     0.01                             rasterize (draw.c:264 @ 550c)
  0.01    120.10     0.01                             rasterize (draw.c:267 @ 5535)
  0.01    120.11     0.01                             rasterize (draw.c:321 @ 5708)
  0.01    120.12     0.01                             rasterize (draw.c:304 @ 5728)
  0.01    120.13     0.01                             rasterize (draw.c:310 @ 574c)
  0.01    120.14     0.01                             rasterize (draw.c:310 @ 57f8)
  0.01    120.15     0.01                             readBits (lodepng.c:576 @ 155af)
  0.01    120.16     0.01                             scale_to_screen (draw.c:164 @ 56c5)
  0.01    120.17     0.01                             set_index_usage (clipping_xy.c:86 @ cca4)
  0.01    120.18     0.01                             sort_buffer (get_next_line_utils.c:101 @ 10438)
  0.01    120.19     0.01                             unfilterScanline (lodepng.c:4510 @ 1d5bd)
  0.01    120.20     0.01                             v3_add_incl_uv (fill_triangle.c:77 @ af24)
  0.01    120.21     0.01                             v3_add_incl_uv (fill_triangle.c:75 @ b30f)
  0.00    120.22     0.01                             HuffmanTree_makeFromLengths2 (lodepng.c:806 @ 15daf)
  0.00    120.22     0.01                             HuffmanTree_makeFromLengths2 (lodepng.c:807 @ 15dcb)
  0.00    120.22     0.01                             clipp_loop (clipping_xy.c:240 @ cbdb)
  0.00    120.23     0.01                             count_inside_points (clipping_xy.c:157 @ cd37)
  0.00    120.23     0.01                             count_inside_points (clipping_xy.c:158 @ cf0e)
  0.00    120.24     0.01                             count_inside_points (clipping_xy.c:160 @ cf17)
  0.00    120.25     0.01                             cpy_triangle_data_rasterize (draw.c:240 @ 558d)
  0.00    120.25     0.01                             cross_product (vec3.c:106 @ 60fe)
  0.00    120.25     0.01                             cross_product (vec3.c:102 @ 610a)
  0.00    120.26     0.01                             ensureBits25 (lodepng.c:528 @ 151f1)
  0.00    120.27     0.01                             ensureBits25 (lodepng.c:529 @ 151f3)
  0.00    120.27     0.01                             fast_line_intersect (clipping_xy.c:99 @ c9a9)
  0.00    120.28     0.01                             fast_line_intersect (clipping_xy.c:100 @ c9ae)
  0.00    120.28     0.01                             fast_line_intersect (clipping_xy.c:100 @ c9b7)
  0.00    120.28     0.01                             fill_triangle_color (fill_triangle2.c:134 @ b80b)
  0.00    120.29     0.01                             fill_triangle_color (fill_triangle2.c:130 @ b80f)
  0.00    120.30     0.01                             fill_triangle_color (fill_triangle2.c:180 @ baae)
  0.00    120.30     0.01                             fill_triangle_color (fill_triangle2.c:181 @ bab2)
  0.00    120.31     0.01                             fill_triangle_color (fill_triangle2.c:205 @ bb5e)
  0.00    120.31     0.01                             fill_triangle_texture (fill_triangle.c:202 @ ae14)
  0.00    120.31     0.01                             fill_triangle_texture (fill_triangle.c:208 @ ae3b)
  0.00    120.32     0.01                             fill_triangle_texture (fill_triangle.c:270 @ b32d)
  0.00    120.33     0.01                             ft_atoi (ft_atoi.c:42 @ ef90)
  0.00    120.33     0.01                             ft_atoi (ft_atoi.c:44 @ ef93)
  0.00    120.33     0.01                             get_free_index (clipping_xy.c:36 @ d0c7)
  0.00    120.34     0.01                             get_free_index (clipping_xy.c:34 @ d0e2)
  0.00    120.34     0.01                             get_free_index (clipping_xy.c:36 @ d0eb)
  0.00    120.35     0.01                             get_free_index (clipping_xy.c:40 @ d0f4)
  0.00    120.36     0.01                             get_unset_last_used_index (clipping_xy.c:54 @ d0be)
  0.00    120.36     0.01                             get_unset_last_used_index (clipping_xy.c:54 @ d0f6)
  0.00    120.36     0.01                             get_unset_last_used_index (clipping_xy.c:59 @ d118)
  0.00    120.37     0.01                             inflateHuffmanBlock (lodepng.c:1292 @ 16b1c)
  0.00    120.38     0.01                             inflateHuffmanBlock (lodepng.c:1269 @ 16cd4)
  0.00    120.38     0.01                             inflateHuffmanBlock (lodepng.c:1320 @ 16cd6)
  0.00    120.39     0.01                             inflateHuffmanBlock (lodepng.c:1333 @ 16d6b)
  0.00    120.39     0.01                             inflateHuffmanBlock (lodepng.c:1335 @ 16d77)
  0.00    120.39     0.01                             inner_loop (fill_triangle.c:154 @ b25e)
  0.00    120.40     0.01                             inner_loop (fill_triangle.c:135 @ b39e)
  0.00    120.41     0.01                             inner_loop (fill_triangle.c:136 @ b50a)
  0.00    120.41     0.01                             lodepng_convert_rgb (lodepng.c:3924 @ 1bb5c)
  0.00    120.42     0.01                             lodepng_free (lodepng.c:91 @ 14917)
  0.00    120.42     0.01                             lodepng_memcpy (lodepng.c:121 @ 1491a)
  0.00    120.42     0.01                             my_str_cpy (get_next_line_utils.c:83 @ 104a3)
  0.00    120.43     0.01                             peekBits (lodepng.c:565 @ 15549)
  0.00    120.44     0.01                             rasterize (draw.c:285 @ 5592)
  0.00    120.44     0.01                             rasterize (draw.c:284 @ 55f2)
  0.00    120.44     0.01                             rasterize (draw.c:286 @ 5603)
  0.00    120.45     0.01                             rasterize (draw.c:317 @ 5810)
  0.00    120.45     0.01                             rasterize (draw.c:321 @ 5817)
  0.00    120.46     0.01                             rasterize (draw.c:304 @ 5849)
  0.00    120.47     0.01                             rasterize (draw.c:326 @ 5852)
  0.00    120.47     0.01                             read (unistd.h:28 @ f6b7)
  0.00    120.47     0.01                             readBits (lodepng.c:578 @ 155c5)
  0.00    120.48     0.01                             reading (get_next_line.c:19 @ f6b0)
  0.00    120.48     0.01                             reverseBits (lodepng.c:581 @ 155c7)
  0.00    120.49     0.01                             sort_buffer (get_next_line_utils.c:97 @ 102d5)
  0.00    120.50     0.01                             sort_buffer (get_next_line_utils.c:98 @ 102da)
  0.00    120.50     0.01                             sort_vertexes_for_y (fill_triangle.c:36 @ ac3a)
  0.00    120.50     0.01                             sort_vertexes_for_y (fill_triangle.c:37 @ ac3e)
  0.00    120.51     0.01                             v3_add_incl_uv (fill_triangle.c:75 @ b332)
  0.00    120.52     0.01                             v3_sub_incl_uv (fill_triangle.c:88 @ ae8e)
  0.00    120.52     0.01                             v3_sub_incl_uv (fill_triangle.c:88 @ b256)
  0.00    120.52     0.00 12131976     0.00     0.00  sort_vertexes_for_y (fill_triangle.c:17 @ ab50)
  0.00    120.52     0.00  9587604     0.00     0.00  ft_isdigit (ft_isdigit.c:14 @ ea00)
  0.00    120.52     0.00  3198971     0.00     0.00  ft_calloc (ft_calloc.c:16 @ efe0)
  0.00    120.52     0.00  2839367     0.00     0.00  ft_strchr (ft_strchr.c:16 @ edf0)
  0.00    120.52     0.00  1569210     0.00     0.00  ft_strlen (ft_strlen.c:16 @ ea20)
  0.00    120.52     0.00  1564810     0.00     0.00  ft_atoi (ft_atoi.c:23 @ ef40)
  0.00    120.52     0.00  1456644     0.00     0.00  ft_strncmp (ft_strncmp.c:16 @ eea0)
  0.00    120.52     0.00   743101     0.00     0.00  ft_free_2darr (ft_free_2darr.c:16 @ fca0)
  0.00    120.52     0.00   743101     0.00     0.00  ft_split (ft_split.c:66 @ f4e0)
  0.00    120.52     0.00   632434     0.00     0.00  cleanup (get_next_line_utils.c:16 @ fdf0)
  0.00    120.52     0.00   632434     0.00     0.00  get_current_file (get_next_line_utils.c:38 @ fe70)
  0.00    120.52     0.00   632434     0.00     0.00  get_next_line (get_next_line.c:69 @ f7e0)
  0.00    120.52     0.00   632434     0.00     0.00  reading (get_next_line.c:16 @ f690)
  0.00    120.52     0.00   632419     0.00     0.00  my_str_cpy (get_next_line_utils.c:64 @ ff20)
  0.00    120.52     0.00   522686     0.00     0.00  v3_add (vec3.c:115 @ 61a0)
  0.00    120.52     0.00   521372     0.00     0.00  v3_scale (vec3.c:182 @ 6400)
  0.00    120.52     0.00   518744     0.00     0.00  line_zplane_intersection (clipping_z.c:39 @ bd10)
  0.00    120.52     0.00   383547     0.00     0.00  str_to_double (obj_parser.c:88 @ 8740)
  0.00    120.52     0.00   383539     0.00     0.00  ft_powint (ft_powint.c:16 @ f910)
  0.00    120.52     0.00   266190     0.00     0.00  parse_face_normals (obj_parser.c:207 @ 8cd0)
  0.00    120.52     0.00   266188     0.00     0.00  parse_face_vertex (obj_parser.c:182 @ 8bb0)
  0.00    120.52     0.00   133171     0.00     0.00  ft_bzero (ft_bzero.c:16 @ eae0)
  0.00    120.52     0.00    66582     0.00     0.00  ft_put_pixel_fin_index (utils1.c:161 @ 82b0)
  0.00    120.52     0.00    25875     0.00     0.00  fill_triangle_color (fill_triangle2.c:69 @ b610)
  0.00    120.52     0.00    10512     0.00     0.00  mat4x4_mult_mat4x4 (matrix_mult.c:27 @ a620)
  0.00    120.52     0.00     2628     0.00     0.00  draw_mesh (draw.c:336 @ 5900)
  0.00    120.52     0.00     2628     0.00     0.00  fill_model_matrix (draw.c:175 @ 4f80)
  0.00    120.52     0.00     2628     0.00     0.00  init_day_light (draw.c:207 @ 50f0)
  0.00    120.52     0.00     2628     0.00     0.00  matrix_look_at (init_matrix.c:219 @ a550)
  0.00    120.52     0.00     2628     0.00     0.00  matrix_point_at (init_matrix.c:179 @ a2a0)
  0.00    120.52     0.00     2628     0.00     0.00  rot_matx_4x4 (init_matrix.c:117 @ a0e0)
  0.00    120.52     0.00     2628     0.00     0.00  rot_maty_4x4 (init_matrix.c:137 @ a170)
  0.00    120.52     0.00     2628     0.00     0.00  rot_matz_4x4 (init_matrix.c:157 @ a220)
  0.00    120.52     0.00     2628     0.00     0.00  scale_matrix (init_matrix.c:37 @ 9f50)
  0.00    120.52     0.00     2628     0.00     0.00  translation_matrix (init_matrix.c:77 @ a030)
  0.00    120.52     0.00     1357     0.00     0.00  display_fps_hook (fps.c:170 @ 4410)
  0.00    120.52     0.00     1357     0.00     0.00  ft_hook (main.c:139 @ 32a0)
  0.00    120.52     0.00     1357     0.00     0.00  menu_handler (menu_public.c:36 @ e040)
  0.00    120.52     0.00     1314     0.00     0.00  get_direction (vec3.c:337 @ 67a0)
  0.00    120.52     0.00     1314     0.00     0.00  handle_movement_per_frame (main.c:27 @ 2e00)
  0.00    120.52     0.00     1245     0.00     0.00  cursor_hook (key_handlers.c:152 @ d920)
  0.00    120.52     0.00      445     0.00     0.00  display_digit (fps.c:84 @ 3f80)
  0.00    120.52     0.00      434     0.00     0.00  display_fps (fps.c:136 @ 4220)
  0.00    120.52     0.00      120     0.00     0.00  key_hook (key_handlers.c:113 @ d670)
  0.00    120.52     0.00       77     0.00     0.00  add_vec3 (vec3.c:213 @ 64d0)
  0.00    120.52     0.00       42     0.00     0.00  handle_open_menu (menu.c:103 @ dce0)
  0.00    120.52     0.00       39     0.00     0.00  ft_strcmp (ft_strncmp.c:34 @ eef0)
  0.00    120.52     0.00       39     0.00     0.00  is_buffer_all_zeros (ft_realloc_copy_until_zeroed.c:16 @ fb90)
  0.00    120.52     0.00       25     0.00     0.00  ft_strtrim (ft_strtrim.c:27 @ f2c0)
  0.00    120.52     0.00       19     0.00     0.00  ft_strlcpy (ft_strlcpy.c:16 @ ed80)
  0.00    120.52     0.00        8     0.00     0.00  ft_strjoin (ft_strjoin.c:16 @ f040)
  0.00    120.52     0.00        7     0.00     0.00  ft_free_img (utils1.c:34 @ 7960)
  0.00    120.52     0.00        3     0.00     0.00  add_menu_widget (menu_public.c:61 @ e130)
  0.00    120.52     0.00        3     0.00     0.00  fill_slider (menu.c:73 @ dc00)
  0.00    120.52     0.00        3     0.00     0.00  ft_free (ft_free.c:16 @ fdc0)
  0.00    120.52     0.00        3     0.00     0.00  init_entry_widget (menu.c:48 @ da60)
  0.00    120.52     0.00        2     0.00     0.00  add_obj_file_meshes (main.c:193 @ 3800)
  0.00    120.52     0.00        2     0.00     0.00  arr_append (arr_append.c:20 @ fd00)
  0.00    120.52     0.00        2     0.00     0.00  ident_mat_4x4 (init_matrix.c:97 @ a090)
  0.00    120.52     0.00        2     0.00     0.00  init_basic_data_mesh (init.c:129 @ e820)
  0.00    120.52     0.00        2     0.00     0.00  load_obj_file (obj_parser.c:540 @ 9b90)
  0.00    120.52     0.00        2     0.00     0.00  make_mesh_render_rdy (init.c:86 @ e790)
  0.00    120.52     0.00        2     0.00     0.00  obj_parser_count (obj_parser.c:59 @ 85b0)
  0.00    120.52     0.00        2     0.00     0.00  obj_parser_fill_vertexes (obj_parser.c:118 @ 8890)
  0.00    120.52     0.00        2     0.00     0.00  obj_parser_handle_faces (obj_parser.c:287 @ 9230)
  0.00    120.52     0.00        2     0.00     0.00  obj_parser_parse_mtl_libs (obj_parser.c:494 @ 99f0)
  0.00    120.52     0.00        1     0.00     0.00  clean_mlx (cleanup.c:4 @ e8c0)
  0.00    120.52     0.00        1     0.00     0.00  cleanup_exit (cleanup.c:31 @ e960)
  0.00    120.52     0.00        1     0.00     0.00  close_menu (menu_open_close.c:19 @ de10)
  0.00    120.52     0.00        1     0.00     0.00  cursor_menu (menu_hooks.c:65 @ e3d0)
  0.00    120.52     0.00        1     0.00     0.00  free_fps_digit_textures (fps.c:57 @ 3d80)
  0.00    120.52     0.00        1     0.00     0.00  free_menu (menu_public.c:19 @ dfa0)
  0.00    120.52     0.00        1     0.00     0.00  get_fps_digit_texture (fps.c:35 @ 3cf0)
  0.00    120.52     0.00        1     0.00     0.00  init_hooks (init.c:66 @ e650)
  0.00    120.52     0.00        1     0.00     0.00  init_main (init.c:47 @ e4b0)
  0.00    120.52     0.00        1     0.00     0.00  init_menu (menu_public.c:49 @ e090)
  0.00    120.52     0.00        1     0.00     0.00  init_menu_widgets (init.c:76 @ e6f0)
  0.00    120.52     0.00        1     0.00     0.00  mtl_len (obj_parser.c:364 @ 9300)
  0.00    120.52     0.00        1     0.00     0.00  parse_mtl (obj_parser.c:421 @ 9480)
  0.00    120.52     0.00        1     0.00     0.00  reset_camera (utils1.c:18 @ 7840)
  0.00    120.52     0.00        1     0.00     0.00  reset_pixel_buffer (utils1.c:42 @ 79a0)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.01% of 120.52 seconds

index % time    self  children    called     name
                0.24    0.00 108791005/108791005     draw_mesh (draw.c:421 @ 5df1) [28]
[93]     0.2    0.24    0.00 108791005         rasterize (draw.c:251 @ 53e0) [93]
-----------------------------------------------
                0.05    0.00 174793536/850753623     draw_mesh (draw.c:372 @ 5afe) [119]
                0.05    0.00 174793536/850753623     draw_mesh (draw.c:373 @ 5b13) [116]
                0.05    0.00 174793536/850753623     draw_mesh (draw.c:374 @ 5b2a) [120]
                0.08    0.00 326373015/850753623     draw_mesh (draw.c:417 @ 5ddb) [139]
[97]     0.2    0.22    0.00 850753623         matrix_mult_vec3_4x4 (matrix_mult.c:61 @ a9f0) [97]
-----------------------------------------------
                                                 <spontaneous>
[100]    0.2    0.20    0.00                 _init [100]
-----------------------------------------------
                0.00    0.00    2628/525046990     matrix_point_at (init_matrix.c:185 @ a2ee) [587]
                0.00    0.00    2628/525046990     matrix_point_at (init_matrix.c:190 @ a3be) [588]
                0.00    0.00  142382/525046990     clipping_z_near (clipping_z.c:152 @ c7b6) [579]
                0.00    0.00  518744/525046990     line_zplane_intersection (clipping_z.c:52 @ bd93) [576]
                0.05    0.00 174793536/525046990     draw_mesh (draw.c:381 @ 5c4a) [20]
                0.11    0.00 349587072/525046990     draw_mesh (draw.c:378 @ 5b41) [10]
[112]    0.1    0.16    0.00 525046990         v3_sub (vec3.c:138 @ 6270) [112]
-----------------------------------------------
                0.00    0.00    1237/368606167     handle_movement_per_frame (main.c:63 @ 3278) [590]
                0.00    0.00    2587/368606167     handle_movement_per_frame (main.c:63 @ 3060) [584]
                0.00    0.00   18535/368606167     fill_triangle_color (fill_triangle2.c:158 @ b9ac) [583]
                0.00    0.00   25875/368606167     fill_triangle_color (fill_triangle2.c:86 @ b658) [581]
                0.00    0.00   25875/368606167     fill_triangle_color (fill_triangle2.c:90 @ b6ee) [582]
